PGA,PGV,PGD,Ds-5-95,Ds-5-75,Sa (T=0.05 sec),Sa (T=0.1 sec),Sa (T=0.2 sec),Sa (T=0.3 sec),Sa (T=0.4 sec),Sa (T=0.5 sec),Sa (T=0.75 sec),Sa (T=1 sec),Sa (T=1.5 sec),Sa (T=2 sec),Sa (T=3 sec),Sa (T=4 sec),Sa (T=5 sec),Sa (T=7.5 sec),Sa (T=10 sec),CAV,ASI,DSI,failure state
3,331.0799644,120.4907816,9.74,7.67,3.631745988,4.290852903,7.672311202,8.10098767,6.618700431,11.88415854,2.533970528,2.80067642,3.225014006,1.656328966,0.702121629,0.46902332,0.295072827,0.101252893,0.052332833,10.11167429,2.915142848,522.63243,0
3,325.069254,216.654622,11.18,6.59,3.313357492,4.264786956,6.239158295,4.944989856,4.137520831,5.46867191,3.347267412,4.191226737,3.052097614,1.213999803,0.778139208,0.40782161,0.383708673,0.296256415,0.177891014,8.771877902,2.122689259,512.877925,0
3,622.1216154,552.504956,34.068,21.364,3.029329212,3.561853772,6.106659869,6.033356344,6.676788617,8.213213376,7.636445703,4.836994981,3.388651616,3.493992936,1.728218542,2.655944377,1.425568143,0.756475256,0.344025021,28.91383344,1.86169825,1780.388232,0
3,543.0297589,354.5835764,32.068,18.052,3.018349586,3.329854221,4.500778218,5.268844785,6.85350547,7.351389395,6.217243107,8.011675412,6.893039769,4.931677392,1.974909139,2.051695816,1.384529688,0.659566239,0.397554582,25.53082413,1.613977817,1680.784486,0
3,301.3397725,129.2583334,12.15,7.48,3.254032185,5.207391204,11.05311413,7.743558826,8.35511245,8.162206008,5.200240954,4.165643687,1.702544586,0.833236953,0.961213413,0.336718256,0.171125588,0.173779409,0.145354096,12.47495464,3.073414159,456.9457754,0
3,282.052816,125.8761404,11.24,6.74,3.246891013,6.089548097,7.814132934,6.838263718,9.97877783,8.788434423,5.713467103,2.327548493,1.173580119,0.913000348,0.703778749,0.478303775,0.345184119,0.177826252,0.114593579,10.78112512,3.102690276,529.2178754,0
3,461.266843,160.9283439,15.3787,4.0687,3.094415874,4.061644924,6.73498541,5.402936124,4.433883322,5.212630474,4.856771748,5.068252662,6.512230163,4.084890307,1.541475062,0.725760833,0.401511762,0.231882142,0.098887869,9.149151287,1.632417956,753.4325538,0
3,534.4270061,217.5623538,20.5726,6.9977,3.172314645,3.825146433,9.296566368,7.592580695,5.622906119,5.234988266,7.721707712,4.394646104,5.190368925,3.647887817,1.820837041,1.19641963,1.181741481,0.35152667,0.118996323,12.92362008,1.847950842,1210.672538,0
3,654.1700593,554.1753216,7.49,5.605,3.141474007,3.412103629,6.436087726,5.660096247,5.876354431,6.170128567,5.430183258,3.32726175,1.639767083,1.474818973,1.25325591,1.994875499,1.731091026,0.852305977,0.551159324,6.788878207,1.547384283,1481.215407,0
3,599.9181941,539.918415,7.59,5.31,3.031673394,3.704514169,7.678953045,8.352300147,6.346025746,6.450849183,6.714173707,3.47662768,3.331249769,2.378391222,1.601792466,1.71753899,1.795800976,1.059606583,0.426892876,9.441009162,2.179390183,1490.23763,0
3,352.6718544,182.2588576,19.64,10.39,3.607997839,6.091670445,6.568486303,6.946709587,4.793944964,6.420878823,6.102862461,5.061443141,3.185249227,1.719540889,0.649124101,0.383962277,0.472550502,0.365585456,0.119316437,17.17585424,2.368850125,562.8803675,0
3,229.5826801,112.2130858,24.7,12.68,5.205771665,5.205548284,7.006589151,3.469025914,5.030737068,5.488587104,2.015116085,1.313694976,1.515808566,0.600451702,0.544008954,0.726361169,0.424132462,0.239850489,0.098876038,14.80267703,2.208743115,600.5548363,0
3,227.3941119,166.6909644,28.5,13.175,3.215387153,4.541705647,8.422973148,7.746680372,5.944953735,3.941803065,2.028302266,1.522237166,1.255400799,0.897890475,1.065344406,0.631312724,0.558310075,0.512815504,0.420071667,12.93820353,2.028874233,551.0838204,0
3,468.7931444,671.922972,24.88,12.065,2.991022081,4.964376873,9.731179183,8.952983544,7.259765721,6.786822871,2.366141804,2.656208495,1.355406724,0.831894205,0.627938958,0.709331648,0.847719259,0.607214654,0.59829274,14.77281081,2.147957567,618.1700466,0
3,182.4989772,45.16821809,14.135,4.477,5.116297283,8.529001901,13.22972409,3.768124591,4.687762526,4.024724487,2.544759591,2.325534052,0.986442098,0.550464788,0.219155072,0.141331048,0.091654186,0.03968902,0.029696939,7.995555848,2.448583389,168.1587834,0
3,96.27961472,17.21667973,13.981,3.949,4.165556933,6.037472884,4.227253456,4.53645121,3.934962234,2.882957877,1.485882258,1.088526509,0.618987482,0.225220716,0.128081108,0.069951887,0.039075731,0.032488733,0.024750792,6.896023117,1.886798649,81.74988141,0
3,353.8698084,129.6427327,12.8645,4.95,3.009396312,3.285427663,7.745672415,6.668312944,9.617631904,6.996005828,6.065065966,3.564510977,3.652454482,2.704878405,0.956220017,0.512280779,0.618034423,0.178940841,0.164108287,10.9723653,2.509581864,618.6548128,0
3,210.8498316,54.30011061,13.7445,4.9555,2.9602244,3.553099044,4.580289782,8.9800553,8.831170542,6.022083528,2.921944358,2.148545804,2.601779986,1.275180817,0.67604847,0.408968378,0.224009326,0.09983265,0.097329474,8.193965781,2.277135635,371.5503731,1
3,237.0185911,60.48418369,8.063,5.621,3.408108325,5.62101176,5.314398025,4.906833598,4.389950537,5.266395881,3.909679327,3.051978252,1.292920573,0.741313555,0.400483234,0.15190075,0.128464505,0.077382812,0.036392529,6.060919074,2.09441082,245.5892086,0
3,322.6054365,53.09538672,8.503,5.577,3.901793369,8.873400116,7.333122829,6.083964462,5.931107072,5.993753278,4.720091677,2.890693534,1.220160374,0.61696441,0.345682984,0.500502763,0.25724159,0.09148912,0.031991624,8.584004293,2.836840351,408.0481099,0
3,364.1879609,145.7938457,10.714,8.437,3.510487216,4.049412248,6.312049384,6.3163378,7.294648969,11.03384683,3.080753429,2.606975785,3.520068257,1.999710227,0.784282772,0.536301148,0.330766776,0.130254366,0.060935622,11.12284172,2.916035409,631.043021,0
3,357.5761794,262.1520926,12.298,7.249,3.323713629,3.945873499,6.170954617,4.772799659,4.630250432,5.231430092,3.659958646,3.358119066,3.728838598,1.672675622,0.76140638,0.501494007,0.350303898,0.345711705,0.215310986,9.649065692,2.203211482,579.2476535,0
3,684.333777,668.5309967,37.4748,23.5004,3.009426615,3.280630084,5.369749049,5.772834275,7.343733699,7.571812363,7.420477091,5.492922632,3.914048232,3.140055366,1.920179113,2.049046036,2.378350769,0.763226641,0.416272009,31.80521679,1.780479089,1962.229109,0
3,597.3327348,429.0461274,35.2748,19.8572,3.013858481,3.29435875,4.161140361,5.510978828,5.933893848,8.00339262,6.708291002,7.493212885,5.165200682,4.521228195,1.994095016,2.748038753,1.611535009,0.600119484,0.469440518,28.08390654,1.509948087,1894.826325,0
3,331.4737497,156.4025835,13.365,8.228,3.226793836,5.179744242,10.39211476,8.607518667,7.219980098,9.194549821,6.077180827,3.876801104,2.262714946,0.947640206,1.174716691,0.406185731,0.254142279,0.195379164,0.151316017,13.7224501,3.170036698,563.4107972,0
3,310.2580976,152.3101298,12.364,7.414,3.239588002,5.783405764,7.359789301,7.988397413,9.752241549,8.693192828,5.843589984,2.825304201,1.615604227,0.853660162,0.81884322,0.498544875,0.402589518,0.209771081,0.130943941,11.85923763,3.197447681,604.8785321,0
3,507.3935273,194.7232961,16.91657,4.47557,3.044115411,3.537372742,6.229509004,6.934256656,5.282091368,4.731811447,4.520360265,5.517066061,5.538719494,4.583384531,1.957578412,0.916907431,0.513947128,0.261009303,0.129897137,10.06406642,1.641309546,944.0133387,0
3,587.8697067,263.2504481,22.62986,7.69747,3.21853895,3.780686736,10.26311834,6.772208461,4.238299944,4.015026719,7.857713921,4.273919412,5.216341414,3.928559836,2.591065393,0.937750737,1.363719673,0.468374425,0.164108191,14.21598209,1.890345476,1311.720428,0
3,719.5870652,670.5521391,8.239,6.1655,3.140816166,3.34149309,5.854578859,5.82845165,5.293041855,6.843457074,6.644598082,3.067764163,1.805141264,1.807777218,1.042180926,1.888679598,1.887295585,0.935438669,0.640825744,7.467766028,1.585623727,1528.351379,0
3,659.9100136,653.3012821,8.349,5.841,3.073596038,3.793004914,7.052433441,8.989484908,6.6364115,6.826813468,8.899094434,3.713185598,2.82104744,2.090466581,1.479713656,1.587921515,1.841323724,1.315746261,0.581341596,10.38511008,2.27372674,1529.009044,0
3,387.9390398,220.5332177,21.604,11.429,3.634629865,5.893011212,5.983905654,6.705658629,4.661139742,6.714733812,4.627873687,5.695529234,3.117541301,2.095793722,0.777283394,0.411382109,0.501647805,0.424994035,0.179544541,18.89343967,2.454554257,625.1337413,0
3,252.5409482,135.7778338,27.17,13.948,5.062913867,4.451185964,7.229812894,4.209404897,5.067955123,6.205560294,2.494615643,1.479068973,1.367388949,0.615898673,0.520862785,0.71734479,0.558646369,0.299276521,0.134483351,16.28294473,2.293490533,665.9424694,0
3,250.1335231,201.696067,31.35,14.4925,3.268813431,4.277524395,9.061507632,7.946330891,5.578438065,4.246125978,2.306509683,1.659508378,1.389956621,0.938438595,0.849930487,0.72663212,0.520390986,0.477200642,0.519194679,14.23202389,2.157918595,596.8619553,0
3,515.6724589,813.0267961,27.368,13.2715,2.973992565,4.908487846,10.40901234,9.17264959,7.22026571,5.600437721,2.983416148,3.055550135,1.2332862,0.877717863,0.701658256,0.721417197,0.682763341,0.533251145,0.665857561,16.25009189,2.251850328,611.8628671,0
3,199.0897933,53.75391244,15.42,4.884,5.074797017,8.535353135,12.98988665,3.384348579,4.90209226,4.492056243,2.905355559,2.351784637,1.084343809,0.631126494,0.271948104,0.12037635,0.118581961,0.047074619,0.035135971,8.722424562,2.585919845,199.7385262,0
3,105.032307,20.48927174,15.252,4.308,4.189411841,5.603984284,4.593774391,3.981970642,3.910177849,3.111760489,1.863153017,1.093814345,0.641374102,0.29551001,0.139854522,0.080169504,0.048555139,0.035598825,0.026983427,7.52293431,1.997792777,98.41015955,0
3,386.039791,154.2855662,14.034,5.4,3.00132309,3.219514993,7.380833928,7.113174364,11.7889524,7.303593828,6.2366665,4.72707928,3.723176533,2.873414644,1.038423218,0.492614989,0.599583127,0.228693447,0.172571324,11.96985305,2.616457699,680.5949475,0
3,230.0179981,64.62161924,14.994,5.406,2.972983895,3.458632982,4.884283279,9.92576049,11.85717657,7.031567649,2.865362872,2.245348998,2.575636912,1.555050104,0.678676444,0.39024767,0.308379031,0.096850258,0.116442821,8.938871761,2.374214169,440.383535,0
3,258.5657358,71.98117729,8.796,6.132,3.487885841,5.584982733,5.825948406,4.748586342,4.712262319,4.770285482,3.801792971,3.680499081,1.421909204,0.894262081,0.467505227,0.173956422,0.126709243,0.092944422,0.046123553,6.611911717,2.172154485,293.0572724,0
3,351.9332034,63.18789824,9.276,6.084,3.925006134,9.425544105,6.791320483,6.635102391,7.155512654,5.484609996,3.858797404,3.541459488,1.388896871,0.873359307,0.409858917,0.504233447,0.31909612,0.113603959,0.045670069,9.36436832,2.974098415,463.1023194,0
3,397.2959573,173.5067255,11.688,9.204,3.342366641,4.129870533,5.354028465,7.262671839,7.151177703,9.6549455,3.575734652,2.850340216,3.695501418,2.263935497,0.939760501,0.57392746,0.412594545,0.171014606,0.071184068,12.13400915,2.937774999,753.4755731,0
3,390.0831048,311.9826557,13.416,7.908,3.348803785,3.817532923,6.423166371,4.854747461,5.16069623,4.679213178,3.888722042,3.32535574,4.233860625,2.136314788,0.771456247,0.584604189,0.367493852,0.390097807,0.234976046,10.52625348,2.289904647,676.3186484,0
3,746.5459385,795.6071366,40.8816,25.6368,3.019230313,2.991271095,5.040004924,5.426021184,7.252112077,6.876008065,6.028307566,6.03035967,5.237525561,3.303700285,2.07923842,1.954104293,2.654745939,1.157936203,0.536698236,34.69660013,1.71639571,1982.247083,0
3,651.6357107,510.60035,38.4816,21.6624,3.017462763,3.187699708,4.498427214,5.270902705,5.08364997,7.258954766,5.317075976,5.984348329,5.62000991,6.206332193,2.413667214,2.660478509,1.772398182,0.66070484,0.462991748,30.63698895,1.439883515,2088.999687,0
3,361.607727,186.1320001,14.58,8.976,3.21142781,5.254387245,9.675090349,7.998621615,7.024663422,8.674036508,7.463583105,3.72900513,2.791274949,1.037698413,1.111330454,0.567305764,0.317749062,0.200612442,0.159105035,14.96994557,3.248130551,672.7486239,0
3,338.4633792,181.2616421,13.488,8.088,3.229553116,5.386237311,6.580288331,7.710213758,8.881874395,8.792850247,5.59293286,3.051267544,2.398856489,0.926715046,0.729073329,0.611300573,0.453633156,0.236894481,0.140828205,12.93735014,3.289488115,675.0232143,0
3,553.5202116,231.7368152,18.45444,4.88244,3.0375834,3.414206549,6.536196188,6.802902065,6.766582262,4.570001067,4.573828363,5.539531583,5.096407681,4.956828726,2.494352568,1.126467802,0.641192765,0.230414878,0.192884947,10.97898154,1.659029938,1149.645971,0
3,641.3124073,313.2897895,24.68712,8.39724,3.144689142,4.178263501,7.497970013,7.565076485,5.171750562,5.677127333,8.02926321,5.502996124,5.27750825,4.420163816,2.976339512,1.140065864,1.298147772,0.641635704,0.220631139,15.5083441,1.923480944,1394.641024,0
3,785.0040711,798.0124631,8.988,6.726,3.136422442,3.242013211,5.410784918,5.540864905,4.574332732,5.540302749,6.434385172,2.91880718,1.925634491,2.034172373,1.040998731,1.766368985,2.002486581,1.0646403,0.722032527,8.146653849,1.624865261,1538.596338,0
3,719.901833,777.4825176,9.108,6.372,3.059910229,3.865091815,8.014415486,8.70072048,6.607932891,7.772205301,9.377888412,4.106405348,3.13488905,2.215481513,1.327419681,1.639862026,1.793439197,1.488376993,0.72938936,11.32921099,2.356554938,1546.71183,0
3,423.2062253,262.452755,23.568,12.468,3.605342278,5.298960425,5.39655483,5.995939315,4.623546472,5.60946278,3.714906234,5.966226628,3.622482691,1.964260423,0.952999359,0.493053995,0.447194148,0.414472556,0.250448409,20.61102509,2.533192746,694.874361,0
3,275.4992162,161.5868436,29.64,15.216,4.867624217,4.502840125,8.025585034,4.613640239,5.395729263,5.889510281,2.740390555,1.618952695,1.42637211,0.870458111,0.446817288,0.668094184,0.697701909,0.305134709,0.173517254,17.76321243,2.365612662,706.6173956,0
3,272.8729343,240.0349888,34.2,15.81,3.256962426,4.015934762,9.460307345,8.074348935,6.437688002,5.377768312,2.496833926,1.550846661,1.292267361,1.18398257,0.826719597,0.678996409,0.548639005,0.427670078,0.562093171,15.52584424,2.275705373,655.4960617,0
3,562.5517733,967.5690796,29.856,14.478,2.970702418,4.860960601,10.53567013,9.074320013,7.218177501,4.806726852,3.005191199,3.093213013,1.3379105,1.19439558,0.821290889,0.639944812,0.688275507,0.536203142,0.675345542,17.72737297,2.375993242,626.3932992,0
4,176.9687052,31.85417034,10.28,3.256,6.994333846,9.31599813,12.68225508,6.174342308,6.055143425,3.443521823,3.045863239,2.048121753,0.842187032,0.430758228,0.177386244,0.112816944,0.075408659,0.037860442,0.033014422,7.753266277,2.593543108,123.7931735,0
4,93.36205064,12.14179066,10.168,2.872,6.044443586,10.6372773,4.843676245,5.018330784,4.217664708,3.009297457,1.426441199,1.116647042,0.394820986,0.19431147,0.099374167,0.047917521,0.044096717,0.032784504,0.025317254,6.68705272,1.972303997,61.77599937,0
4,343.1464809,91.42848367,9.356,3.6,4.045659078,5.212614139,12.49076315,16.53989192,8.22544764,8.891380779,5.870049603,5.286506742,3.696862957,1.584868553,0.678753171,0.778814716,0.389930763,0.219720853,0.176647788,10.63986938,3.083293324,547.3099006,1
4,204.4604428,38.29429289,9.996,3.604,4.147189708,5.364405677,8.465047077,16.98550154,6.701480086,5.421280805,2.859771475,2.871283612,1.856754678,0.881223014,0.557909681,0.267813737,0.158317155,0.129908105,0.111161589,7.945663788,2.718900626,264.0308021,1
4,229.8362096,42.65551247,5.864,4.088,4.577674194,5.712886087,8.093977998,6.603326058,6.226619645,6.685888233,6.042422242,3.288190262,1.194104075,0.835024728,0.201839569,0.171083631,0.135355111,0.04645526,0.02118754,5.87725486,2.406247076,186.4669172,1
4,312.8295142,37.44468044,6.184,4.056,5.61773345,9.690577187,8.302905416,8.183722362,7.23749385,7.024441689,5.276891123,3.924946466,1.166639533,0.69288779,0.69110433,0.29299007,0.172405908,0.040382597,0.022553744,8.323882951,3.141090036,311.8447944,1
4,353.151962,102.8188003,7.792,6.136,4.939971215,5.769957648,12.36295043,11.42680567,12.7114327,11.37876184,3.440390747,4.955586275,3.022580313,1.440349895,0.743411464,0.407257585,0.261773841,0.079285101,0.056887501,10.78578591,3.771320658,446.3488465,1
4,346.7405376,184.8786108,8.944,5.272,4.285666145,5.802864518,8.884323611,6.391249345,6.083757597,7.066714972,4.138351434,7.123633114,2.849664409,1.056397612,0.717374107,0.499344587,0.548055825,0.279842554,0.134305807,9.356669762,2.584728941,578.0820729,1
4,663.5963898,471.4708958,27.2544,17.0912,4.399509729,6.564134915,7.756229402,9.760738515,10.87231934,11.33567496,7.193178345,8.003289262,4.192101022,3.003046489,2.745587551,1.894272847,1.712282312,0.561486473,0.326017117,30.84142234,2.879727325,1879.266938,1
4,579.2317429,302.5779852,25.6544,14.4416,4.049070686,4.844578581,6.091589541,7.926071184,10.09614808,6.852673414,10.06317993,10.16108117,6.069171401,3.391332262,3.70008725,1.903017829,0.840013177,0.631376662,0.25361817,27.23287907,2.242155738,1451.363321,1
4,321.4290906,110.3004445,9.72,5.984,4.484448637,8.061812671,11.28683832,8.521577743,11.43234334,9.945762515,5.925548501,4.094297422,1.384076858,1.385574803,0.617418818,0.245985007,0.268610703,0.198781439,0.134937332,13.30661828,3.75853024,405.0403969,1
4,300.856337,107.4143064,8.992,5.392,4.273879921,9.069508123,9.621559867,9.789861796,11.7925819,9.633491496,4.221199575,2.98911425,1.237009374,1.079937027,0.721999833,0.476345091,0.333115394,0.170417291,0.089824247,11.49986679,3.80560845,498.3302025,1
4,492.0179658,137.3255201,12.30296,3.25496,4.098306854,7.476250649,7.576412785,7.226517626,6.901889962,6.075603867,7.380163249,6.462495984,6.145803555,3.372396499,1.240568016,0.547589899,0.334227115,0.179611263,0.059368546,9.759094706,2.119633556,587.6064997,1
4,570.0554732,185.6532086,16.45808,5.59816,4.759828181,8.034984982,9.491674349,5.660990267,6.890909652,9.417434788,5.688333833,7.064765785,5.284925554,3.942411428,1.268689848,1.607240823,1.035630184,0.223381404,0.089967657,13.78519475,2.427180401,1246.489777,0
4,697.7813966,472.8962744,5.992,4.484,4.177806696,5.505858923,5.547574647,5.796792073,8.516432913,7.228811388,3.945600591,4.249628824,2.58338086,1.399981877,2.485382738,2.329417083,1.609104144,0.862071007,0.447283737,7.241470088,2.192535671,1752.910905,1
4,639.9127404,460.7303808,6.072,4.248,4.382491755,6.984662153,13.38687136,8.679637094,8.492011908,15.20130397,5.311873662,4.836697272,2.869005768,2.161126022,2.106151366,2.409054799,2.037578379,0.789148693,0.277720303,10.07040977,3.088096015,1870.18482,1
4,376.1833114,155.5275585,15.712,8.312,4.860296262,8.463679455,7.48665703,7.698028692,7.147393118,7.698920173,6.629060092,7.519520464,2.614667418,1.220213915,0.593534594,0.648417126,0.569553319,0.224749253,0.096107967,18.32091119,2.855505335,616.1329956,1
4,244.8881921,95.75516656,19.76,10.144,6.566322509,9.20104797,8.081445051,5.820937597,7.668981472,5.346255228,2.130087522,1.781149543,1.162781026,0.644015597,0.940742674,0.571233156,0.427230499,0.171259458,0.062393609,15.78952216,2.615520899,611.5024666,1
4,242.5537194,142.2429563,22.8,10.54,4.702942985,7.682550824,11.29536116,8.834600972,5.250677118,4.552417867,2.116032108,1.935261904,1.385069203,1.300934359,0.947599374,0.729789417,0.578089452,0.698157175,0.516528577,13.80075044,2.423466779,623.1315396,1
4,500.0460207,573.3742694,19.904,9.652,4.235279949,10.15788141,8.259045528,9.122260795,8.803662619,6.102589786,4.082909112,2.869912823,1.334449553,1.132205777,0.943325652,1.118559181,0.810545298,0.890943639,0.532824313,15.75766486,2.727638626,791.2577396,1
4,199.0897933,40.31543433,11.565,3.663,6.922720689,9.861335274,14.76641523,6.577177197,6.385077715,3.877534909,2.913141031,2.472885301,0.998056125,0.534040004,0.166646158,0.13682013,0.100397314,0.047412253,0.034524559,8.722424562,2.837408616,154.9537974,0
4,105.032307,15.36695381,11.439,3.231,5.698085576,10.52660826,4.648710294,5.718161317,4.220623916,2.765139197,1.418710391,1.237997013,0.585537407,0.208589746,0.114046231,0.055755246,0.044159749,0.036661216,0.0287274,7.52293431,2.159180711,74.21639494,1
4,386.039791,115.7141746,10.5255,4.05,4.016695458,5.267082292,12.33726118,15.63323421,9.173461986,7.70463107,8.938716119,4.406154746,4.482614883,2.458328735,0.709514327,0.817256124,0.601088378,0.233583651,0.182476865,11.96985305,3.114911358,660.71902,1
4,230.0179981,48.46621443,11.2455,4.0545,4.005845227,5.082073329,7.970689027,15.45005148,9.274393078,7.52619777,3.776390325,2.841737794,2.615213995,1.150700625,0.687614133,0.371932005,0.182031787,0.173126347,0.116518365,8.938871761,2.819812919,332.1295285,1
4,258.5657358,53.98588296,6.597,4.599,4.485163118,6.39781386,8.661874543,6.828415692,5.716852573,5.660858237,5.918167352,3.778226014,1.564586189,0.999322798,0.29260505,0.170059986,0.158095992,0.063055681,0.028451278,6.611911717,2.540895558,228.7703654,1
4,351.9332034,47.39092368,6.957,4.563,5.290463772,10.28408911,8.513379241,9.001135812,7.132574573,6.091330044,5.610933387,4.425271367,1.499639013,0.743263734,0.576415143,0.372758502,0.211487929,0.063479062,0.026612349,9.36436832,3.360444073,388.9351916,1
4,397.2959573,130.1300441,8.766,6.903,4.893545115,5.934767469,11.91846569,11.7588067,10.30196426,14.78426188,3.271077415,4.539141153,3.693838477,1.886634567,0.836220044,0.467723482,0.306632066,0.097937043,0.067751667,12.13400915,3.870280822,563.0475335,1
4,390.0831048,233.9869918,10.062,5.931,4.384209935,6.069946382,8.722740754,6.307940981,5.327408072,7.145921956,4.747205786,6.703888765,3.2537656,1.290718578,0.824295878,0.466985039,0.558385999,0.315433379,0.172471225,10.52625348,2.717684165,626.5005153,1
4,746.5459385,596.7053525,30.6612,19.2276,4.169867527,4.912093131,8.100238402,8.874270841,10.36359575,13.71738281,8.142411578,9.414553517,4.098311567,3.899532039,2.41888941,3.401211607,1.688756683,0.87715268,0.360407522,34.69660013,2.651605039,2102.992616,1
4,651.6357107,382.9502625,28.8612,16.2468,4.049510077,4.337260382,5.882087828,6.50028161,9.203779797,7.719993012,7.141189705,11.9118067,9.899024196,5.721524041,3.463518563,2.138546735,1.069559948,0.712772773,0.395554417,30.63698895,2.213394121,1829.67832,1
4,361.607727,139.5990001,10.935,6.732,4.400603774,7.103698198,12.98539766,9.667597662,11.73070871,10.57129597,6.737344896,4.462097613,1.465420956,1.10336414,0.949845238,0.384835433,0.253157142,0.212518673,0.175788382,14.96994557,3.932603261,495.428838,1
4,338.4633792,135.9462316,10.116,6.066,4.319661227,8.388721932,9.594761924,8.68296065,12.91248979,11.22439073,5.823828885,2.854359006,1.452831803,1.345176756,0.919345817,0.56603626,0.386006312,0.19270229,0.126151764,12.93735014,3.993490375,599.9507557,1
4,553.5202116,173.8026114,13.84083,3.66183,4.168993376,5.626780729,7.258475152,8.820996269,6.104664305,6.518720211,7.27892518,6.337383298,7.087019297,4.415630865,1.633958891,0.742057032,0.405758185,0.279823182,0.095027715,10.97898154,2.170600154,776.1726423,1
4,641.3124073,234.9673421,18.51534,6.29793,4.527828093,6.523769188,8.476183175,7.595862523,6.237582499,7.186659534,7.620689378,6.597370939,6.201146212,4.404831855,1.670641932,1.823535302,1.302096674,0.332996787,0.11929499,15.5083441,2.437962013,1445.843326,1
4,785.0040711,598.5093473,6.741,5.0445,4.208688594,4.579678782,7.44407693,6.085821432,7.138427568,9.085168857,6.190669133,5.589156844,2.65941002,1.755787259,2.129553015,2.618352538,1.975451999,1.006479381,0.596845936,8.146653849,2.132059072,1900.745068,1
4,719.901833,583.1118882,6.831,4.779,4.166847211,5.023008239,12.44372525,9.019388621,10.49429112,10.80318806,7.665558288,4.376233617,3.439173301,3.269370522,2.159133359,2.430662705,2.190502505,1.05954802,0.384958448,11.32921099,2.91025176,1941.982535,1
4,423.2062253,196.8395662,17.676,9.351,4.6965102,8.428710893,8.638896258,8.530870038,5.837975405,7.377925457,7.258671301,6.38500378,3.05215593,1.48635116,0.815566008,0.649557676,0.560661154,0.346712232,0.113359765,20.61102509,3.018869119,674.9814006,1
4,275.4992162,121.1901327,22.23,11.412,6.89568947,7.744958432,8.45453888,4.828886351,6.307656742,5.819023405,2.262233585,1.655152737,2.136632531,0.695165892,0.803997223,0.854303172,0.513804677,0.240156487,0.088725137,17.76321243,2.797872799,709.8536937,0
4,272.8729343,180.0262416,25.65,11.8575,4.544308825,7.046511255,12.30559133,9.478110153,7.782686836,5.285640703,2.508970963,1.723484845,1.489663962,1.077138663,1.050505645,0.723105702,0.675408438,0.755186352,0.531370506,15.52584424,2.57360761,689.8901355,1
4,562.5517733,725.6768097,22.392,10.8585,4.162760514,7.341638682,9.669594528,10.90067377,6.35871675,7.404159564,3.184151459,3.465217296,1.507296079,1.03498029,0.778467799,0.906499793,0.995824756,0.896933255,0.664727104,17.72737297,2.851085329,830.1513768,1
4,221.2108815,49.77214115,12.85,4.07,6.871712129,10.7653689,16.4429798,5.191823305,6.368247484,4.812190745,3.022350703,2.86253693,1.246797199,0.633122731,0.225517239,0.178373014,0.110276419,0.051082793,0.033744599,9.691582847,3.061461238,187.0759583,0
4,116.7025633,18.97154791,12.71,3.59,5.733471007,9.234403804,4.60491869,6.5369006,4.586385317,3.287586669,1.578305909,1.389587235,0.747487366,0.243562351,0.143825431,0.075505985,0.0467509,0.040174812,0.031341207,8.3588159,2.348212355,89.97264828,0
4,428.9331011,142.8570057,11.695,4.5,3.992763918,4.449466413,11.15543409,10.25405906,10.69879541,8.070691894,8.725097226,4.530158673,4.766512658,3.093622787,1.121165638,0.740933365,0.768427218,0.239613695,0.202801445,13.29983673,3.184817772,746.3140908,1
4,255.5755535,59.83483263,12.495,4.505,4.026218352,4.876672265,6.346637345,10.32613866,9.346658954,6.616197775,4.370861542,2.952150099,3.23608552,1.446556738,0.872969936,0.50830142,0.262985816,0.161712897,0.118616453,9.932079735,2.880921656,411.0192778,1
4,287.295262,66.64923823,7.33,5.11,4.428609058,7.050541455,7.648257101,6.765790193,5.9155355,6.116820432,4.863009134,4.045728347,1.657719522,0.979198208,0.426440341,0.1669953,0.170042647,0.082340246,0.037508207,7.346568575,2.677809522,275.278148,1
4,391.0368927,58.50731319,7.73,5.07,5.201580413,10.43195796,9.083789684,8.659406029,7.057355159,7.010388189,6.416109618,3.919053192,1.601375762,0.68738521,0.414830695,0.514910313,0.278717721,0.096332603,0.032549749,10.40485369,3.583553722,468.4510286,1
4,441.4399526,160.6543754,9.74,7.67,4.842327984,5.721137204,10.22974827,10.80131689,8.824933908,15.84554472,3.378627371,3.734235227,4.300018674,2.208438622,0.936162172,0.625364426,0.393430435,0.135003858,0.069777111,13.48223239,3.88685713,696.84324,1
4,433.425672,288.8728293,11.18,6.59,4.417809989,5.686382608,8.318877727,6.593319808,5.516694441,7.291562546,4.463023216,5.588302316,4.069463485,1.618666404,1.037518943,0.543762147,0.511611565,0.395008554,0.237188018,11.6958372,2.830252345,683.8372334,1
4,829.4954872,736.6732746,34.068,21.364,4.039105616,4.749138363,8.142213158,8.044475125,8.902384823,10.95095117,10.1819276,6.449326641,4.518202154,4.658657248,2.304291389,3.541259169,1.900757524,1.008633674,0.458700028,38.55177792,2.482264333,2373.850977,1
4,724.0396786,472.7781019,32.068,18.052,4.024466114,4.439805628,6.001037624,7.02512638,9.138007294,9.801852526,8.289657476,10.68223388,9.190719691,6.575569856,2.633212185,2.735594421,1.846039584,0.879421653,0.530072776,34.04109884,2.151970423,2241.045981,1
